Form,Temper,tensile_strength,Cu,Pb,Zn,Fe,P,Ag,As,O,Sb,Te,Ni,Bi,Cd,sn,S,Mn,Zr,Mg,Co,Al,Be,Cr,Si,Ti,Ca,Li,B,C
flat products & wire,1/2 Hard,80,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"flat products, rod & bar",Hard,73,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Nominal Grain Size 0.050 mm,58,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,73,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard Drawn,35,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Hard Drawn,70,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Noal Grain Size 0.025 mm,100,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Spring,88,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Hard,38,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Extra Hard,80,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bar,Extra Spring,56,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard,69,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Spring,76,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Extra Hard,66,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard,73,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Nominal Grain Size 0.050 mm,77,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,65,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Noal Grain Size 0.025 mm,40,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/2 Hard and Precipitation Heat Treated,95,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/4 Hard and Precipitation Heat Treated,42,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard and Precipitation Heat Treated,182,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,"Mill-hardened Temper, TM - 1/2 Hard",172,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,"Mill-hardened Temper, TM - 1/2 Hard",190,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,"Mill-hardened Temper, TM - 1/2 Hard",105,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,"Mill-hardened Temper, TM - Hard",128,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,"Mill-hardened Temper, TM -XHM - Extra Hard",115,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Precipitation Hardened,142,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Solution Heat Treated,168,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: 1/2 Hard,165,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: 1/4 Hard,70,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: Hard,92,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Hard and Precipitation Heat Treated,80,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Hard and Precipitation Heat Treated,110,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,178,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,183,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,188,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,105,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
rod,Solution Heat Treated,112,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,100,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
shapes,1/2 Hard and Precipitation Heat Treated,85,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
shapes,Hard and Precipitation Heat Treated,120,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Hard and Precipitation Heat Treated,195,97.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,195,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
rod,Precipitation Hardened,190,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
rod,Solution Heat Treated,200,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,182,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,68,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,100,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
rod,1/2 Hard and Precipitation Heat Treated,112,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,1/4 Hard and Precipitation Heat Treated,200,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,3/4 Hard and Precipitation Heat Treated,190,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,Hard and Precipitation Heat Treated,210,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,Precipitation Hardened,212,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,Solution Heat Treated,178,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,Solution Heat Treated and Cold Worked: 1/2 Hard,68,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,Solution Heat Treated and Cold Worked: 1/4 Hard,122,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,Solution Heat Treated and Cold Worked: 3/4 Hard,102,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,Solution Heat Treated and Cold Worked: Hard,142,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,1/2 Hard and Precipitation Heat Treated,152,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
products,Hard and Precipitation Heat Treated,105,98.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0.2,0.325,0,0.2,0,0,0,0,0
products,1/2 Hard and Precipitation Heat Treated,120,98.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0.2,0.325,0,0.2,0,0,0,0,0
products,1/2 Hard and Precipitation Heat Treated,100,97.475,0,0,0.2,0,0,0,0,0,0,0.75,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0.2,0,0,0,0,0
rod,1/2 Hard and Precipitation Heat Treated,100,97.475,0,0,0.2,0,0,0,0,0,0,0.75,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0.2,0,0,0,0,0
rod,1/2 Hard and Precipitation Heat Treated,100,97.175,0.4,0,0.2,0,0,0,0,0,0,0.75,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0.2,0,0,0,0,0
wire,Hard and Precipitation Heat Treated,100,97.175,0.4,0,0.2,0,0,0,0,0,0,0.75,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0,0,0,0,0,0
products,1/2 Hard and Precipitation Heat Treated,130,97.625,0,0,0.2,0,0,0,0,0,0,0.7,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0.2,0,0,0,0,0
rod,1/2 Hard and Precipitation Heat Treated,130,97.625,0,0,0.2,0,0,0,0,0,0,0.7,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0.2,0,0,0,0,0
rod,1/2 Hard and Precipitation Heat Treated,130,97.225,0.4,0,0.2,0,0,0,0,0,0,0.7,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0.2,0,0,0,0,0
wire,Hard and Precipitation Heat Treated,130,97.225,0.4,0,0.2,0,0,0,0,0,0,0.7,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0.2,0,0,0,0,0
products,Precipitation Hardened,110,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
products,Solution Heat Treated,100,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: 1/2 Hard,35,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: Hard,68,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
products,Precipitation Hardened,70,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
forgings,Solution Heat Treated,115,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
forgings,Hard and Precipitation Heat Treated,42,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
rod,Precipitation Hardened,115,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
rod,Solution Heat Treated,110,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,45,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,72,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
tube,Precipitation Hardened,110,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
tube,Solution Heat Treated,100,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
tube,Solution Heat Treated and Cold Worked: Hard,35,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
tube,1/2 Hard and Precipitation Heat Treated,65,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
products,Precipitation Hardened,115,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
products,Solution Heat Treated,115,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: 1/2 Hard,110,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: Hard,45,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
products,Precipitation Hardened,68,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
products,Solution Heat Treated,78,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
forgings,Hard and Precipitation Heat Treated,115,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
forgings,Precipitation Hardened,42,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
rod,Solution Heat Treated,115,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,110,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,45,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,72,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
products,Hard and Precipitation Heat Treated,115,96.45,0,0,0.2,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0.6,0.3,0,0.2,0,0,0,0,0
forgings,Hard and Precipitation Heat Treated,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
forgings,Precipitation Hardened,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
forgings,Precipitation Hardened,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
forgings,Precipitation Hardened,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
forgings,Solution Heat Treated,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
forgings,Solution Heat Treated,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
forgings,Solution Heat Treated,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
forgings,Hard and Precipitation Heat Treated,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Hard and Precipitation Heat Treated,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Hard and Precipitation Heat Treated,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Precipitation Hardened,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Precipitation Hardened,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Precipitation Hardened,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Solution Heat Treated,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Solution Heat Treated,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Solution Heat Treated,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",1/2 Hard,120,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
products,Hard,58,99.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.2,0.05,0,0,0,0,0
products,Hard,64,99.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,1/2 Hard,79,99.425,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.02,0,0,0,0.25,0.005,0,0,0,0,0
products,1/2 Hard,78,99.1,0,0.275,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.275,0.05,0,0,0,0,0
strip,"Mill-hardened Temper, TM - Hard",64,99.36,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.08,0.08,0,0,0.3,0.08,0,0,0,0,0
products,"Mill-hardened Temper, TM - XHMS Spring",76,98.65,0,0,0.11,0,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.08,0,0,0,0
products,1/2 Hard,83,98.65,0,0,0.11,0,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.08,0,0,0,0
products,Hard,80,96,0,0,0,0,0,0,0,0,0,0.75,0,0,0.85,0,0,0,0,0,0,0,0.6,0,0.475,0,0,0,0
products,Soft Anneal,90,96,0,0,0,0,0,0,0,0,0,0.75,0,0,0.85,0,0,0,0,0,0,0,0.6,0,0.475,0,0,0,0
products,Spring,60,96,0,0,0,0,0,0,0,0,0,0.75,0,0,0.85,0,0,0,0,0,0,0,0.6,0,0.475,0,0,0,0
products,Hard,100,96,0,0,0,0,0,0,0,0,0,0.75,0,0,0.85,0,0,0,0,0,0,0,0.6,0,0.475,0,0,0,0
products,Hard,67,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
products,Hard,72,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
wire,Hard,72,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
wire,Hard,85,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
wire,Hard,70,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
wire,Hard,73,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
wire,Hard,80,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
wire,1/2 Hard and Spinodal Hardened (1/2 TS),75,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
products,Precipitation Heat Treated or Spinodal Heat Treated and 1/2 Hard,62,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
products,Solution Heat Treated,68,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
products,Spinodal Hardened-Low Strength (ATLS),32,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
products,3/4 Hard and Spinodal Hardened (3/4 TS),54,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
rod,Hard and Spinodal Hardened,61,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
rod,Precipitation Heat Treated or Spinodal Heat Treated and Hard,62,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
rod,Precipitation Heat Treated or Spinodal Heat Treated and Spring,69,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
rod,Extra Spring and Spinodal Hardened,71,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
products,Hard,57,99.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.3,0.225,0,0,0,0,0
products,Spring,71,99.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.3,0.225,0,0,0,0,0
products,"Precipitation or Spinodal Heat-treated, 1/4 Hard and Thermal Stress Relieved",90,99.254,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0.026,0,0.1,0,0.3,0.02,0,0,0,0,0
sheet & strip,Hard,80,99.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0.25,0,0,0,0,0,0
products,Spring,94.3,99.23,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.05,0.1,0,0,0.1,0,0.3,0.02,0,0,0,0,0
products,1/2 Hard and Precipitation Heat Treated,83,99.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0
wire,Hard and Precipitation Heat Treated,65.3,99.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0.25,0,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,74,99.3315,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0.65,0,0,0,0,0,0
rod,Precipitation Heat Treated or Spinodal Heat Treated and Hard,83,99.3315,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0.0065,0,0,0,0,0.65,0,0,0,0,0,0
rod,Precipitation Heat Treated or Spinodal Heat Treated and Hard,81,98.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1,0,0,0,0,0,0
rod,Precipitation Heat Treated or Spinodal Heat Treated and Hard,79,98.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1,0,0,0,0,0,0
rod,Spinodal Hardened-Low Strength (ATLS),65,98.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1,0,0,0,0,0,0
wire,Precipitation Heat Treated or Spinodal Heat Treated and 1/2 Hard,68,98.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1,0,0,0,0,0,0
wire,Precipitation Heat Treated or Spinodal Heat Treated and 1/2 Hard,69,98.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1,0,0,0,0,0,0
wire,Precipitation Heat Treated or Spinodal Heat Treated and Hard,68,98.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,1,0,0,0,0,0,0
"flat products, rod & bar","Mill-hardened Temper, TM - Hard",75,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.7,0.1,0,0,0,0,0
"flat products, rod & bar","Mill-hardened Temper, TM - XHMS Spring",82,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.7,0.1,0,0,0,0,0
"flat products, rod & bar","Precipitation or Spinodal Heat-treated, Spring and Thermal Stress Relieved",81,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.7,0.1,0,0,0,0,0
